gene	chr	start	end	GeneNameConv	Remove	RemovePseu	RemoveLowmapp	RemoveCrossmapp	RemoveAuto
SPEG	chr2	220299568	220363009	ENSG00000072195.10	TRUE	FALSE	FALSE	TRUE	FALSE
GMPPA	chr2	220363589	220371710	ENSG00000144591.13	FALSE	FALSE	FALSE	FALSE	FALSE
CHPF	chr2	220403669	220408509	ENSG00000123989.9	FALSE	FALSE	FALSE	FALSE	FALSE
OBSL1	chr2	220415451	220436581	ENSG00000124006.10	TRUE	FALSE	FALSE	TRUE	FALSE
STK11IP	chr2	220462582	220481173	ENSG00000144589.16	FALSE	FALSE	FALSE	FALSE	FALSE
SLC4A3	chr2	220492049	220506702	ENSG00000114923.12	TRUE	FALSE	FALSE	TRUE	FALSE
EPHA4	chr2	222282747	222438922	ENSG00000116106.7	TRUE	FALSE	FALSE	TRUE	FALSE
SGPP2	chr2	223289236	223425667	ENSG00000163082.9	TRUE	FALSE	FALSE	TRUE	FALSE
FARSB	chr2	223435255	223521056	ENSG00000116120.8	TRUE	FALSE	FALSE	TRUE	FALSE
ACSL3	chr2	223725652	223809357	ENSG00000123983.9	FALSE	FALSE	FALSE	FALSE	FALSE
AP1S3	chr2	224616403	224702744	ENSG00000152056.12	TRUE	FALSE	TRUE	TRUE	FALSE
WDFY1	chr2	224720433	224810104	ENSG00000085449.10	TRUE	FALSE	FALSE	TRUE	FALSE
MRPL44	chr2	224822121	224832431	ENSG00000135900.3	TRUE	FALSE	TRUE	TRUE	FALSE
SERPINE2	chr2	224839829	224904036	ENSG00000135919.8	TRUE	FALSE	FALSE	TRUE	FALSE
FAM124B	chr2	225243415	225266802	ENSG00000124019.9	TRUE	FALSE	FALSE	TRUE	FALSE
CUL3	chr2	225334867	225450110	ENSG00000036257.8	TRUE	FALSE	FALSE	TRUE	FALSE
DOCK10	chr2	225629807	225907162	ENSG00000135905.14	TRUE	FALSE	FALSE	TRUE	FALSE
IRS1	chr2	227596033	227664475	ENSG00000169047.5	TRUE	FALSE	FALSE	TRUE	FALSE
RHBDD1	chr2	227700297	227863931	ENSG00000144468.12	TRUE	FALSE	FALSE	TRUE	FALSE
COL4A4	chr2	227867427	228028829	ENSG00000081052.10	FALSE	FALSE	FALSE	FALSE	FALSE
COL4A3	chr2	228029281	228179508	ENSG00000169031.14	TRUE	FALSE	FALSE	TRUE	FALSE
MFF	chr2	228189867	228222550	ENSG00000168958.15	TRUE	FALSE	FALSE	TRUE	FALSE
AGFG1	chr2	228336868	228425930	ENSG00000173744.13	TRUE	FALSE	FALSE	TRUE	FALSE
PID1	chr2	229715242	230136001	ENSG00000153823.14	FALSE	FALSE	FALSE	FALSE	FALSE
TRIP12	chr2	230628554	230787955	ENSG00000153827.9	TRUE	FALSE	FALSE	TRUE	FALSE
SP110	chr2	231032009	231090444	ENSG00000135899.12	TRUE	FALSE	FALSE	TRUE	FALSE
SP140	chr2	231067826	231223762	ENSG00000079263.14	TRUE	FALSE	FALSE	TRUE	FALSE
SP140L	chr2	231191899	231268447	ENSG00000185404.12	TRUE	FALSE	TRUE	TRUE	FALSE
SP100	chr2	231280657	231408805	ENSG00000067066.12	TRUE	FALSE	FALSE	TRUE	FALSE
CAB39	chr2	231577560	231685790	ENSG00000135932.6	TRUE	FALSE	FALSE	TRUE	FALSE
ITM2C	chr2	231729354	231743963	ENSG00000135916.11	FALSE	FALSE	FALSE	FALSE	FALSE
GPR55	chr2	231772033	231825781	ENSG00000135898.5	FALSE	FALSE	FALSE	FALSE	FALSE
PSMD1	chr2	231921578	232037541	ENSG00000173692.8	FALSE	FALSE	FALSE	FALSE	FALSE
B3GNT7	chr2	232260254	232265875	ENSG00000156966.6	TRUE	FALSE	TRUE	TRUE	FALSE
NCL	chr2	232318242	232348352	ENSG00000115053.11	TRUE	FALSE	FALSE	TRUE	FALSE
NMUR1	chr2	232387871	232395206	ENSG00000171596.6	TRUE	FALSE	FALSE	TRUE	FALSE
PTMA	chr2	232571605	232578251	ENSG00000187514.10	TRUE	FALSE	TRUE	TRUE	FALSE
PDE6D	chr2	232597135	232650982	ENSG00000156973.9	FALSE	FALSE	FALSE	FALSE	FALSE
COPS7B	chr2	232646381	232673963	ENSG00000144524.13	TRUE	FALSE	FALSE	TRUE	FALSE
DIS3L2	chr2	232825955	233209060	ENSG00000144535.15	TRUE	FALSE	TRUE	TRUE	FALSE
TIGD1	chr2	233412779	233415226	ENSG00000221944.3	TRUE	FALSE	TRUE	TRUE	FALSE
EIF4E2	chr2	233414762	233448354	ENSG00000135930.9	TRUE	FALSE	FALSE	TRUE	FALSE
EFHD1	chr2	233470767	233547491	ENSG00000115468.7	TRUE	FALSE	FALSE	TRUE	FALSE
GIGYF2	chr2	233562009	233725285	ENSG00000204120.10	TRUE	FALSE	FALSE	TRUE	FALSE
C2orf82	chr2	233721980	233743418	ENSG00000182600.5	FALSE	FALSE	FALSE	FALSE	FALSE
INPP5D	chr2	233924677	234116549	ENSG00000168918.9	TRUE	FALSE	FALSE	TRUE	FALSE
ATG16L1	chr2	234118697	234204320	ENSG00000085978.17	FALSE	FALSE	FALSE	FALSE	FALSE
DGKD	chr2	234263153	234380750	ENSG00000077044.5	TRUE	FALSE	FALSE	TRUE	FALSE
USP40	chr2	234384166	234475428	ENSG00000085982.9	TRUE	FALSE	FALSE	TRUE	FALSE
HJURP	chr2	234742062	234763212	ENSG00000123485.7	TRUE	FALSE	FALSE	TRUE	FALSE
MSL3P1	chr2	234774083	234777090	ENSG00000224287.2	TRUE	TRUE	FALSE	TRUE	FALSE
ARL4C	chr2	235401685	235405697	ENSG00000188042.5	TRUE	FALSE	FALSE	TRUE	FALSE
SH3BP4	chr2	235860617	235964358	ENSG00000130147.11	FALSE	FALSE	FALSE	FALSE	FALSE
AGAP1	chr2	236402733	237040444	ENSG00000157985.13	TRUE	FALSE	FALSE	TRUE	FALSE
COPS8	chr2	237993955	238009109	ENSG00000198612.6	TRUE	FALSE	FALSE	TRUE	FALSE
COL6A3	chr2	238232646	238323018	ENSG00000163359.11	TRUE	FALSE	FALSE	TRUE	FALSE
LRRFIP1	chr2	238536219	238722325	ENSG00000124831.14	TRUE	FALSE	TRUE	TRUE	FALSE
RAMP1	chr2	238767536	238820756	ENSG00000132329.6	FALSE	FALSE	FALSE	FALSE	FALSE
UBE2F	chr2	238875469	238951236	ENSG00000184182.14	TRUE	FALSE	FALSE	TRUE	FALSE
ILKAP	chr2	239079042	239112370	ENSG00000132323.4	TRUE	FALSE	FALSE	TRUE	FALSE
HES6	chr2	239146908	239149303	ENSG00000144485.6	FALSE	FALSE	FALSE	FALSE	FALSE
PER2	chr2	239152679	239198743	ENSG00000132326.7	TRUE	FALSE	FALSE	TRUE	FALSE
TRAF3IP1	chr2	239229082	239309541	ENSG00000204104.7	TRUE	FALSE	FALSE	TRUE	FALSE
ASB1	chr2	239335383	239360891	ENSG00000065802.7	TRUE	FALSE	FALSE	TRUE	FALSE
HDAC4	chr2	239969864	240323348	ENSG00000068024.12	TRUE	FALSE	FALSE	TRUE	FALSE
NDUFA10	chr2	240831867	240964819	ENSG00000130414.7	TRUE	FALSE	FALSE	TRUE	FALSE
MYEOV2	chr2	241065980	241076224	ENSG00000172428.6	FALSE	FALSE	FALSE	FALSE	FALSE
GPC1	chr2	241375088	241407493	ENSG00000063660.4	FALSE	FALSE	FALSE	FALSE	FALSE
ANKMY1	chr2	241418839	241508626	ENSG00000144504.11	TRUE	FALSE	FALSE	TRUE	FALSE
DUSP28	chr2	241499471	241503431	ENSG00000188542.5	TRUE	FALSE	TRUE	TRUE	FALSE
RNPEPL1	chr2	241505221	241520789	ENSG00000142327.7	FALSE	FALSE	FALSE	FALSE	FALSE
CAPN10	chr2	241526133	241557122	ENSG00000142330.15	TRUE	FALSE	FALSE	TRUE	FALSE
GPR35	chr2	241544848	241570676	ENSG00000178623.7	TRUE	FALSE	FALSE	TRUE	FALSE
SNED1	chr2	241938255	242034983	ENSG00000162804.9	TRUE	FALSE	FALSE	TRUE	FALSE
MTERFD2	chr2	242011584	242041747	ENSG00000122085.12	TRUE	FALSE	FALSE	TRUE	FALSE
PASK	chr2	242045514	242089679	ENSG00000115687.9	TRUE	FALSE	FALSE	TRUE	FALSE
PPP1R7	chr2	242088991	242123067	ENSG00000115685.10	FALSE	FALSE	FALSE	FALSE	FALSE
HDLBP	chr2	242166679	242256476	ENSG00000115677.12	TRUE	FALSE	FALSE	TRUE	FALSE
SEPT2	chr2	242254515	242293442	ENSG00000168385.13	TRUE	FALSE	FALSE	TRUE	FALSE
FARP2	chr2	242295658	242434256	ENSG00000006607.9	TRUE	FALSE	FALSE	TRUE	FALSE
STK25	chr2	242432089	242449145	ENSG00000115694.10	TRUE	FALSE	FALSE	TRUE	FALSE
BOK	chr2	242498136	242513546	ENSG00000176720.3	TRUE	FALSE	TRUE	FALSE	FALSE
THAP4	chr2	242523820	242576864	ENSG00000176946.7	FALSE	FALSE	FALSE	FALSE	FALSE
ATG4B	chr2	242576628	242613272	ENSG00000168397.12	FALSE	FALSE	FALSE	FALSE	FALSE
DTYMK	chr2	242615157	242626406	ENSG00000168393.8	TRUE	FALSE	FALSE	TRUE	FALSE
ING5	chr2	242641450	242668893	ENSG00000168395.10	TRUE	FALSE	FALSE	TRUE	FALSE
D2HGDH	chr2	242673994	242708231	ENSG00000180902.12	TRUE	FALSE	FALSE	TRUE	FALSE
PDCD1	chr2	242792033	242801060	ENSG00000188389.6	TRUE	FALSE	FALSE	TRUE	FALSE
CXXC11	chr2	242811752	242815975	ENSG00000188011.5	FALSE	FALSE	FALSE	FALSE	FALSE
IL5RA	chr3	  3111233	  3168297	ENSG00000091181.15	TRUE	FALSE	FALSE	TRUE	FALSE
TRNT1	chr3	  3168600	  3192563	ENSG00000072756.12	TRUE	FALSE	FALSE	TRUE	FALSE
CRBN	chr3	  3190676	  3221394	ENSG00000113851.9	FALSE	FALSE	FALSE	FALSE	FALSE
SUMF1	chr3	  3742498	  4508965	ENSG00000144455.9	TRUE	FALSE	FALSE	TRUE	FALSE
LRRN1	chr3	  3841121	  3889387	ENSG00000175928.5	TRUE	FALSE	FALSE	TRUE	FALSE
SETMAR	chr3	  4344988	  4359251	ENSG00000170364.8	TRUE	FALSE	TRUE	TRUE	FALSE
ITPR1	chr3	  4535032	  4889524	ENSG00000150995.13	TRUE	FALSE	FALSE	TRUE	FALSE
BHLHE40-AS1	chr3	  4938493	  5021646	ENSG00000235831.2	TRUE	TRUE	FALSE	TRUE	FALSE
BHLHE40	chr3	  5020801	  5027008	ENSG00000134107.4	TRUE	FALSE	FALSE	TRUE	FALSE
ARL8B	chr3	  5163905	  5222596	ENSG00000134108.8	TRUE	FALSE	TRUE	TRUE	FALSE
EDEM1	chr3	  5229331	  5261642	ENSG00000134109.6	TRUE	FALSE	FALSE	TRUE	FALSE
RAD18	chr3	  8817088	  9005457	ENSG00000070950.5	TRUE	FALSE	FALSE	TRUE	FALSE
SRGAP3	chr3	  9022275	  9404737	ENSG00000196220.11	TRUE	FALSE	FALSE	TRUE	FALSE
SETD5-AS1	chr3	  9391373	  9440263	ENSG00000206573.4	TRUE	TRUE	FALSE	TRUE	FALSE
THUMPD3	chr3	  9404526	  9428475	ENSG00000134077.11	TRUE	FALSE	FALSE	TRUE	FALSE
SETD5	chr3	  9439299	  9520924	ENSG00000168137.11	TRUE	FALSE	FALSE	TRUE	FALSE
MTMR14	chr3	  9691117	  9744077	ENSG00000163719.14	TRUE	FALSE	FALSE	TRUE	FALSE
BRPF1	chr3	  9773413	  9789702	ENSG00000156983.11	FALSE	FALSE	FALSE	FALSE	FALSE
OGG1	chr3	  9791628	  9829903	ENSG00000114026.17	TRUE	FALSE	FALSE	TRUE	FALSE
CAMK1	chr3	  9799026	  9811676	ENSG00000134072.6	TRUE	FALSE	FALSE	TRUE	FALSE
TADA3	chr3	  9821544	  9834695	ENSG00000171148.9	TRUE	FALSE	TRUE	TRUE	FALSE
ARPC4	chr3	  9834179	  9849410	ENSG00000241553.8	TRUE	FALSE	FALSE	TRUE	FALSE
ARPC4-TTLL3	chr3	  9834766	  9877085	ENSG00000250151.5	FALSE	FALSE	FALSE	FALSE	FALSE
TTLL3	chr3	  9849770	  9896822	ENSG00000214021.11	TRUE	FALSE	FALSE	TRUE	FALSE
RPUSD3	chr3	  9879533	  9886286	ENSG00000156990.10	TRUE	FALSE	FALSE	TRUE	FALSE
JAGN1	chr3	  9932238	  9936033	ENSG00000171135.10	FALSE	FALSE	FALSE	FALSE	FALSE
IL17RE	chr3	  9944296	  9958086	ENSG00000163701.14	TRUE	FALSE	FALSE	TRUE	FALSE
IL17RC	chr3	  9958758	  9975314	ENSG00000163702.14	TRUE	FALSE	FALSE	TRUE	FALSE
CRELD1	chr3	  9975506	  9987097	ENSG00000163703.13	FALSE	FALSE	FALSE	FALSE	FALSE
PRRT3	chr3	  9987226	  9994078	ENSG00000163704.7	TRUE	FALSE	FALSE	TRUE	FALSE
EMC3	chr3	 10004221	 10052800	ENSG00000125037.8	TRUE	FALSE	TRUE	TRUE	FALSE
CIDECP	chr3	 10055932	 10068049	ENSG00000186162.6	TRUE	TRUE	TRUE	TRUE	FALSE
FANCD2	chr3	 10068098	 10143614	ENSG00000144554.6	TRUE	FALSE	TRUE	TRUE	FALSE
BRK1	chr3	 10157276	 10168874	ENSG00000254999.2	TRUE	FALSE	TRUE	FALSE	FALSE
VHL	chr3	 10182692	 10193904	ENSG00000134086.7	TRUE	FALSE	TRUE	TRUE	FALSE
IRAK2	chr3	 10206549	 10285427	ENSG00000134070.4	TRUE	FALSE	FALSE	TRUE	FALSE
TATDN2	chr3	 10289707	 10322902	ENSG00000157014.6	TRUE	FALSE	FALSE	TRUE	FALSE
GHRLOS	chr3	 10327438	 10335133	ENSG00000240288.3	TRUE	TRUE	FALSE	FALSE	FALSE
LINC00852	chr3	 10326103	 10327430	ENSG00000231177.4	TRUE	TRUE	FALSE	FALSE	FALSE
GHRL	chr3	 10327359	 10334631	ENSG00000157017.11	FALSE	FALSE	FALSE	FALSE	FALSE
SEC13	chr3	 10334815	 10362862	ENSG00000157020.13	FALSE	FALSE	FALSE	FALSE	FALSE
ATG7	chr3	 11313995	 11599139	ENSG00000197548.8	TRUE	FALSE	FALSE	TRUE	FALSE
VGLL4	chr3	 11597544	 11762220	ENSG00000144560.9	TRUE	FALSE	FALSE	TRUE	FALSE
TAMM41	chr3	 11831916	 11888393	ENSG00000144559.6	TRUE	FALSE	FALSE	TRUE	FALSE
SYN2	chr3	 12045876	 12232900	ENSG00000157152.12	TRUE	TRUE	FALSE	FALSE	FALSE
TSEN2	chr3	 12525931	 12581122	ENSG00000154743.13	TRUE	FALSE	FALSE	TRUE	FALSE
MKRN2	chr3	 12598513	 12625212	ENSG00000075975.11	FALSE	FALSE	FALSE	FALSE	FALSE
RAF1	chr3	 12625100	 12705725	ENSG00000132155.7	TRUE	FALSE	FALSE	TRUE	FALSE
TMEM40	chr3	 12775024	 12810956	ENSG00000088726.11	TRUE	FALSE	FALSE	TRUE	FALSE
CAND2	chr3	 12837971	 12913415	ENSG00000144712.7	TRUE	FALSE	FALSE	TRUE	FALSE
RPL32	chr3	 12875984	 12883087	ENSG00000144713.8	TRUE	FALSE	TRUE	TRUE	FALSE
IQSEC1	chr3	 12938719	 13114617	ENSG00000144711.9	FALSE	FALSE	FALSE	FALSE	FALSE
NUP210	chr3	 13357737	 13461809	ENSG00000132182.7	TRUE	FALSE	FALSE	TRUE	FALSE
HDAC11	chr3	 13521224	 13547916	ENSG00000163517.10	FALSE	FALSE	FALSE	FALSE	FALSE
FBLN2	chr3	 13573824	 13679922	ENSG00000163520.9	FALSE	FALSE	FALSE	FALSE	FALSE
WNT7A	chr3	 13857755	 13921618	ENSG00000154764.5	TRUE	FALSE	FALSE	TRUE	FALSE
CHCHD4	chr3	 14153580	 14166370	ENSG00000163528.8	TRUE	FALSE	TRUE	TRUE	FALSE
TMEM43	chr3	 14166440	 14185179	ENSG00000170876.7	FALSE	FALSE	FALSE	FALSE	FALSE
XPC	chr3	 14186647	 14220283	ENSG00000154767.10	FALSE	FALSE	FALSE	FALSE	FALSE
LSM3	chr3	 14219858	 14242619	ENSG00000170860.3	TRUE	FALSE	FALSE	TRUE	FALSE
SLC6A6	chr3	 14444076	 14530857	ENSG00000131389.12	TRUE	FALSE	FALSE	TRUE	FALSE
CCDC174	chr3	 14693271	 14714166	ENSG00000154781.11	TRUE	FALSE	FALSE	TRUE	FALSE
FGD5-AS1	chr3	 14961854	 14989931	ENSG00000225733.1	TRUE	TRUE	FALSE	TRUE	FALSE
NR2C2	chr3	 14989091	 15095107	ENSG00000177463.11	TRUE	FALSE	FALSE	TRUE	FALSE
MRPS25	chr3	 15083967	 15106842	ENSG00000131368.3	TRUE	FALSE	FALSE	TRUE	FALSE
ZFYVE20	chr3	 15111580	 15140670	ENSG00000131381.8	TRUE	FALSE	FALSE	TRUE	FALSE
CAPN7	chr3	 15247659	 15294425	ENSG00000131375.5	TRUE	FALSE	FALSE	TRUE	FALSE
SH3BP5-AS1	chr3	 15295691	 15306000	ENSG00000224660.1	TRUE	TRUE	FALSE	FALSE	FALSE
SH3BP5	chr3	 15296360	 15382875	ENSG00000131370.11	TRUE	FALSE	FALSE	TRUE	FALSE
METTL6	chr3	 15422782	 15482073	ENSG00000206562.7	TRUE	FALSE	TRUE	TRUE	FALSE
EAF1	chr3	 15468862	 15484120	ENSG00000144597.9	TRUE	FALSE	FALSE	TRUE	FALSE
COLQ	chr3	 15491640	 15563258	ENSG00000206561.8	TRUE	FALSE	FALSE	TRUE	FALSE
HACL1	chr3	 15602211	 15643338	ENSG00000131373.10	FALSE	FALSE	FALSE	FALSE	FALSE
BTD	chr3	 15642848	 15687329	ENSG00000169814.8	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD28	chr3	 15708743	 15901278	ENSG00000206560.6	TRUE	FALSE	FALSE	TRUE	FALSE
DPH3	chr3	 16299485	 16306479	ENSG00000154813.5	TRUE	FALSE	FALSE	TRUE	FALSE
OXNAD1	chr3	 16306706	 16391806	ENSG00000154814.9	FALSE	FALSE	FALSE	FALSE	FALSE
RFTN1	chr3	 16355081	 16555533	ENSG00000131378.9	TRUE	FALSE	FALSE	TRUE	FALSE
PLCL2	chr3	 16844159	 17132086	ENSG00000154822.11	FALSE	FALSE	FALSE	FALSE	FALSE
TBC1D5	chr3	 17198654	 18486309	ENSG00000131374.10	TRUE	FALSE	FALSE	TRUE	FALSE
SATB1	chr3	 18386879	 18487080	ENSG00000182568.12	TRUE	FALSE	FALSE	TRUE	FALSE
KCNH8	chr3	 19189946	 19577138	ENSG00000183960.4	TRUE	FALSE	FALSE	TRUE	FALSE
RAB5A	chr3	 19988571	 20026667	ENSG00000144566.6	TRUE	FALSE	FALSE	TRUE	FALSE
KAT2B	chr3	 20081515	 20195896	ENSG00000114166.7	FALSE	FALSE	FALSE	FALSE	FALSE
UBE2E2	chr3	 23244511	 23633284	ENSG00000182247.5	TRUE	FALSE	FALSE	TRUE	FALSE
UBE2E1	chr3	 23847394	 23932807	ENSG00000170142.7	FALSE	FALSE	FALSE	FALSE	FALSE
NKIRAS1	chr3	 23933151	 23988082	ENSG00000197885.6	TRUE	FALSE	FALSE	TRUE	FALSE
RPL15	chr3	 23958036	 23965183	ENSG00000174748.14	TRUE	FALSE	TRUE	TRUE	FALSE
NR1D2	chr3	 23986751	 24022109	ENSG00000174738.8	FALSE	FALSE	FALSE	FALSE	FALSE
THRB	chr3	 24158651	 24536773	ENSG00000151090.13	TRUE	FALSE	FALSE	TRUE	FALSE
TOP2B	chr3	 25639475	 25706398	ENSG00000077097.9	TRUE	FALSE	FALSE	TRUE	FALSE
NGLY1	chr3	 25760435	 25831530	ENSG00000151092.12	TRUE	FALSE	FALSE	TRUE	FALSE
OXSM	chr3	 25824408	 25836025	ENSG00000151093.3	FALSE	FALSE	FALSE	FALSE	FALSE
SLC4A7	chr3	 27414214	 27525911	ENSG00000033867.12	FALSE	FALSE	FALSE	FALSE	FALSE
EOMES	chr3	 27757440	 27764206	ENSG00000163508.8	TRUE	FALSE	FALSE	TRUE	FALSE
CMC1	chr3	 28283075	 28366633	ENSG00000187118.8	TRUE	FALSE	FALSE	TRUE	FALSE
AZI2	chr3	 28356494	 28390618	ENSG00000163512.9	FALSE	FALSE	FALSE	FALSE	FALSE
TGFBR2	chr3	 30647994	 30735634	ENSG00000163513.13	FALSE	FALSE	FALSE	FALSE	FALSE
STT3B	chr3	 31574130	 31679112	ENSG00000163527.5	TRUE	FALSE	FALSE	TRUE	FALSE
OSBPL10	chr3	 31699382	 32119072	ENSG00000144645.9	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF860	chr3	 32023263	 32033120	ENSG00000197385.5	TRUE	FALSE	TRUE	TRUE	FALSE
GPD1L	chr3	 32147181	 32210205	ENSG00000152642.6	TRUE	FALSE	FALSE	TRUE	FALSE
CMTM8	chr3	 32280171	 32411817	ENSG00000170293.4	FALSE	FALSE	FALSE	FALSE	FALSE
CMTM7	chr3	 32433163	 32524559	ENSG00000153551.9	FALSE	FALSE	FALSE	FALSE	FALSE
CMTM6	chr3	 32522804	 32544900	ENSG00000091317.7	FALSE	FALSE	FALSE	FALSE	FALSE
DYNC1LI1	chr3	 32567463	 32612366	ENSG00000144635.4	TRUE	FALSE	FALSE	TRUE	FALSE
CNOT10	chr3	 32726637	 32815367	ENSG00000182973.14	TRUE	FALSE	FALSE	TRUE	FALSE
CCR4	chr3	 32993066	 32997841	ENSG00000183813.6	TRUE	FALSE	TRUE	TRUE	FALSE
GLB1	chr3	 33038100	 33138722	ENSG00000170266.11	TRUE	FALSE	FALSE	TRUE	FALSE
TMPPE	chr3	 33131913	 33138293	ENSG00000188167.4	FALSE	FALSE	FALSE	FALSE	FALSE
CRTAP	chr3	 33155471	 33189265	ENSG00000170275.10	TRUE	FALSE	FALSE	TRUE	FALSE
UBP1	chr3	 33429828	 33482863	ENSG00000153560.7	FALSE	FALSE	FALSE	FALSE	FALSE
CLASP2	chr3	 33537737	 33759848	ENSG00000163539.11	TRUE	FALSE	FALSE	TRUE	FALSE
PDCD6IP	chr3	 33839844	 33911194	ENSG00000170248.9	TRUE	FALSE	FALSE	TRUE	FALSE
TRANK1	chr3	 36868311	 36986548	ENSG00000168016.9	FALSE	FALSE	FALSE	FALSE	FALSE
EPM2AIP1	chr3	 37027357	 37034795	ENSG00000178567.5	TRUE	FALSE	FALSE	TRUE	FALSE
MLH1	chr3	 37034823	 37107380	ENSG00000076242.10	TRUE	FALSE	FALSE	TRUE	FALSE
LRRFIP2	chr3	 37094117	 37225180	ENSG00000093167.13	TRUE	FALSE	FALSE	TRUE	FALSE
GOLGA4	chr3	 37284668	 37408242	ENSG00000144674.12	TRUE	FALSE	FALSE	TRUE	FALSE
C3orf35	chr3	 37427760	 37476988	ENSG00000198590.7	TRUE	FALSE	FALSE	TRUE	FALSE
CTDSPL	chr3	 37903451	 38025960	ENSG00000144677.10	TRUE	FALSE	FALSE	TRUE	FALSE
VILL	chr3	 38029550	 38048679	ENSG00000136059.10	FALSE	FALSE	FALSE	FALSE	FALSE
PLCD1	chr3	 38048987	 38071253	ENSG00000187091.9	FALSE	FALSE	FALSE	FALSE	FALSE
DLEC1	chr3	 38080696	 38165516	ENSG00000008226.15	TRUE	FALSE	FALSE	TRUE	FALSE
ACAA1	chr3	 38144620	 38178733	ENSG00000060971.13	TRUE	FALSE	FALSE	TRUE	FALSE
MYD88	chr3	 38179969	 38184513	ENSG00000172936.8	FALSE	FALSE	FALSE	FALSE	FALSE
OXSR1	chr3	 38206580	 38296979	ENSG00000172939.4	FALSE	FALSE	FALSE	FALSE	FALSE
XYLB	chr3	 38388251	 38462839	ENSG00000093217.5	TRUE	FALSE	FALSE	TRUE	FALSE
ACVR2B	chr3	 38495342	 38534633	ENSG00000114739.9	TRUE	FALSE	FALSE	TRUE	FALSE
EXOG	chr3	 38537618	 38583652	ENSG00000157036.8	TRUE	FALSE	FALSE	TRUE	FALSE
WDR48	chr3	 39093489	 39138155	ENSG00000114742.9	FALSE	FALSE	FALSE	FALSE	FALSE
GORASP1	chr3	 39138150	 39149854	ENSG00000114745.9	FALSE	FALSE	FALSE	FALSE	FALSE
TTC21A	chr3	 39149152	 39180394	ENSG00000168026.12	FALSE	FALSE	FALSE	FALSE	FALSE
CSRNP1	chr3	 39183346	 39196053	ENSG00000144655.10	FALSE	FALSE	FALSE	FALSE	FALSE
CX3CR1	chr3	 39304985	 39323226	ENSG00000168329.9	FALSE	FALSE	FALSE	FALSE	FALSE
SLC25A38	chr3	 39424839	 39438842	ENSG00000144659.6	TRUE	FALSE	TRUE	TRUE	FALSE
RPSA	chr3	 39448180	 39454033	ENSG00000168028.9	TRUE	FALSE	TRUE	TRUE	FALSE
SNORA62	chr1	 35775875	 35776026	ENSG00000201542.1	TRUE	TRUE	FALSE	FALSE	FALSE
EIF1B	chr3	 40351175	 40353915	ENSG00000114784.3	FALSE	FALSE	FALSE	FALSE	FALSE
RPL14	chr3	 40498783	 40503861	ENSG00000188846.9	TRUE	FALSE	TRUE	TRUE	FALSE
ZNF619	chr3	 40518604	 40531727	ENSG00000177873.8	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF620	chr3	 40547483	 40560227	ENSG00000177842.7	TRUE	FALSE	TRUE	TRUE	FALSE
ZNF621	chr3	 40566369	 40616176	ENSG00000172888.7	TRUE	FALSE	FALSE	TRUE	FALSE
CTNNB1	chr3	 41236328	 41301587	ENSG00000168036.12	TRUE	FALSE	FALSE	TRUE	FALSE
ULK4	chr3	 41288090	 42003922	ENSG00000168038.6	TRUE	FALSE	FALSE	TRUE	FALSE
TRAK1	chr3	 42055294	 42267381	ENSG00000182606.10	TRUE	FALSE	FALSE	TRUE	FALSE
VIPR1	chr3	 42530791	 42579059	ENSG00000114812.8	TRUE	FALSE	FALSE	TRUE	FALSE
SEC22C	chr3	 42589461	 42642572	ENSG00000093183.9	TRUE	FALSE	FALSE	TRUE	FALSE
SS18L2	chr3	 42623332	 42636606	ENSG00000008324.6	TRUE	FALSE	FALSE	TRUE	FALSE
NKTR	chr3	 42642106	 42690227	ENSG00000114857.13	TRUE	FALSE	FALSE	TRUE	FALSE
ZBTB47	chr3	 42695176	 42709072	ENSG00000114853.9	TRUE	FALSE	FALSE	TRUE	FALSE
CCDC13	chr3	 42734155	 42814745	ENSG00000244607.1	FALSE	FALSE	FALSE	FALSE	FALSE
HIGD1A	chr3	 42798669	 42846023	ENSG00000181061.9	TRUE	FALSE	TRUE	TRUE	FALSE
ZNF662	chr3	 42947223	 42960825	ENSG00000182983.10	TRUE	FALSE	TRUE	TRUE	FALSE
SNRK	chr3	 43328004	 43466256	ENSG00000163788.9	TRUE	FALSE	FALSE	TRUE	FALSE
SNRK-AS1	chr3	 43391136	 43393454	ENSG00000234617.1	TRUE	TRUE	FALSE	FALSE	FALSE
ANO10	chr3	 43396351	 43733086	ENSG00000160746.8	TRUE	FALSE	FALSE	TRUE	FALSE
ABHD5	chr3	 43731605	 43775863	ENSG00000011198.3	TRUE	FALSE	FALSE	TRUE	FALSE
TCAIM	chr3	 44379611	 44450943	ENSG00000179152.14	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF445	chr3	 44481262	 44519162	ENSG00000185219.11	TRUE	FALSE	FALSE	TRUE	FALSE
ZNF852	chr3	 44540462	 44552128	ENSG00000178917.10	TRUE	FALSE	FALSE	TRUE	FALSE
ZKSCAN7	chr3	 44596685	 44624975	ENSG00000196345.8	TRUE	FALSE	TRUE	TRUE	FALSE
ZNF197	chr3	 44626380	 44689963	ENSG00000186448.10	TRUE	FALSE	FALSE	TRUE	FALSE
